0 1 0 
0 1 0 
0 1.00081 0 
0 1.00171 0 
0 1.00269 0 
0 1.00375 0 
0 1.00491 0 
0 1.00621 0 
0 1.00771 0 
0 1.00942 0 
0 1.01137 0 
0 1.01358 0 
0 1.01615 0 
0 1.01907 0 
0 1.02237 0 
0 1.02615 0 
0 1.02615 0 
0 1.03034 0 
0 1.03512 0 
0 1.03512 0 
0 1.04042 0 
0 1.04629 0 
0 1.04629 0 
0 1.05273 0 
0 1.05978 0 
0 1.05978 0 
0 1.06738 0 
0 1.07561 0 
0 1.07561 0 
0 1.08429 0 
0 1.09371 0 
0 1.09371 0 
0 1.10349 0 
0 1.1139 0 
0 1.1139 0 
0 1.12471 0 
0 1.13602 0 
0 1.13602 0 
0 1.14781 0 
0 1.16 0 
0 1.16 0 
0 1.17285 0 
0 1.18601 0 
0 1.18601 0 
0 1.19984 0 
0 1.21405 0 
0 1.21405 0 
0 1.22891 0 
0 1.24429 0 
0 1.24429 0 
0 1.26032 0 
0 1.27701 0 
0 1.27701 0 
0 1.2944 0 
0 1.31258 0 
0 1.31258 0 
0 1.33155 0 
0 1.35148 0 
0 1.35148 0 
0 1.37234 0 
0 1.39431 0 
0 1.39431 0 
0 1.41745 0 
0 1.42349 0 
0 1.42655 0 
0 1.42964 0 
0 1.43274 0 
0 1.43587 0 
0 1.43906 0 
0 1.44225 0 
0 1.44225 0 
0 1.4551 0 
0 1.4687 0 
0 1.47539 0 
0 1.48166 0 
0 1.48798 0 
0 1.4943 0 
0 1.4943 0 
0 1.50766 0 
0 1.52199 0 
0 1.52933 0 
0 1.53696 0 
0 1.54472 0 
0 1.54865 0 
0 1.5526 0 
0 1.5526 0 
0 1.56974 0 
0 1.57868 0 
0 1.58097 0 
0 1.58153 0 
0 1.58182 0 
0 1.58196 0 
