0 1 0 
0 1.01 0 
0 1.02 0 
0 1.03 0 
0 1.04 0 
0 1.05 0 
0 1.07 0 
0 1.11 0 
0 1.19 0 
0 1.2 0 
0 1.20163 0 
0 1.2037 0 
0 1.20603 0 
0 1.20861 0 
0 1.21134 0 
0 1.21134 0 
0 1.21434 0 
0 1.21745 0 
0 1.22082 0 
0 1.22431 0 
0 1.22802 0 
0 1.22802 0 
0 1.23187 0 
0 1.23591 0 
0 1.24014 0 
0 1.24451 0 
0 1.24915 0 
0 1.24915 0 
0 1.2539 0 
0 1.25887 0 
0 1.26402 0 
0 1.26934 0 
0 1.27494 0 
0 1.27494 0 
0 1.28067 0 
0 1.28662 0 
0 1.29283 0 
0 1.29919 0 
0 1.30585 0 
0 1.30585 0 
0 1.31268 0 
0 1.31971 0 
0 1.32713 0 
0 1.33469 0 
0 1.34254 0 
0 1.34254 0 
0 1.35067 0 
0 1.35902 0 
0 1.36777 0 
0 1.37673 0 
0 1.38599 0 
0 1.38599 0 
0 1.39565 0 
0 1.40555 0 
0 1.41589 0 
0 1.42652 0 
0 1.43748 0 
0 1.43748 0 
0 1.449 0 
0 1.46078 0 
0 1.47308 0 
0 1.48577 0 
0 1.49888 0 
0 1.49888 0 
0 1.51266 0 
0 1.5268 0 
0 1.5416 0 
0 1.5569 0 
0 1.57279 0 
0 1.57279 0 
0 1.58943 0 
0 1.60661 0 
0 1.62475 0 
0 1.64346 0 
0 1.66312 0 
0 1.66312 0 
0 1.68358 0 
0 1.70498 0 
0 1.72749 0 
0 1.75088 0 
0 1.77584 0 
0 1.77584 0 
0 1.80172 0 
0 1.82929 0 
0 1.85808 0 
0 1.88876 0 
0 1.92102 0 
0 1.92102 0 
0 1.95543 0 
0 1.99186 0 
0 2.03084 0 
0 2.07237 0 
0 2.11703 0 
0 2.11703 0 
0 2.16488 0 
0 2.21672 0 
0 2.24408 0 
0 2.27257 0 
0 2.28419 0 
