ZONE I=5, J=5
0 0.358756 17.2213 0.358756 0 0.9 0 
0 0.366693 15.5887 0.366693 0 0.925 0 
0 0.375082 13.956 0.375082 0 0.95 0 
0 0.383926 12.3234 0.383926 0 0.975 0 
0 0.393223 10.6907 0.393223 0 1 0 
0.0132473 0.358757 17.2227 0.358853 0.0103118 0.9 0.00818126 
0.0132469 0.366693 15.5901 0.366789 0.0102464 0.925 0.00818126 
0.0132465 0.375083 13.9574 0.375178 0.0101775 0.95 0.00818126 
0.0132463 0.383926 12.3248 0.384021 0.0101049 0.975 0.00818126 
0.0132462 0.393223 10.6921 0.393318 0.0100287 1 0.00818126 
0.0264918 0.358758 17.2241 0.359143 0.0206184 0.9 0.0163625 
0.0264909 0.366694 15.5915 0.367078 0.0204876 0.925 0.0163625 
0.0264902 0.375083 13.9588 0.375466 0.0203496 0.95 0.0163625 
0.0264897 0.383926 12.3262 0.384308 0.0202044 0.975 0.0163625 
0.0264894 0.393223 10.6935 0.393603 0.0200521 1 0.0163625 
0.0397361 0.35876 17.2255 0.359627 0.0309197 0.9 0.0245437 
0.0397346 0.366695 15.5929 0.36756 0.0307235 0.925 0.0245437 
0.0397335 0.375084 13.9602 0.375946 0.0305165 0.95 0.0245437 
0.0397326 0.383927 12.3276 0.384786 0.0302986 0.975 0.0245437 
0.0397321 0.393223 10.6949 0.394079 0.03007 1 0.0245437 
0.0529825 0.358762 17.2269 0.360303 0.0412157 0.9 0.0327249 
0.0529804 0.366697 15.5943 0.368234 0.0409541 0.925 0.0327249 
0.0529788 0.375085 13.9616 0.376618 0.040678 0.95 0.0327249 
0.0529776 0.383927 12.329 0.385455 0.0403875 0.975 0.0327249 
0.0529767 0.393223 10.6963 0.394745 0.0400825 1 0.0327249 

ZONE I=5, J=5
0.0529825 0.358762 17.229 0.360303 0.0412157 0.9 0.0327249 
0.0529804 0.366697 15.5955 0.368234 0.0409541 0.925 0.0327249 
0.0529788 0.375085 13.962 0.376618 0.040678 0.95 0.0327249 
0.0529776 0.383927 12.3285 0.385455 0.0403875 0.975 0.0327249 
0.0529767 0.393223 10.695 0.394745 0.0400825 1 0.0327249 
0.066229 0.358765 17.2324 0.361173 0.051502 0.9 0.0409062 
0.0662266 0.366699 15.5989 0.369101 0.0511751 0.925 0.0409062 
0.0662247 0.375087 13.9653 0.377481 0.0508302 0.95 0.0409062 
0.0662234 0.383928 12.3318 0.386315 0.0504674 0.975 0.0409062 
0.0662226 0.393223 10.6983 0.395602 0.0500865 1 0.0409062 
0.079473 0.358769 17.2357 0.362236 0.0617733 0.9 0.0490874 
0.0794701 0.366702 15.6022 0.37016 0.0613811 0.925 0.0490874 
0.0794679 0.375089 13.9687 0.378536 0.0609674 0.95 0.0490874 
0.0794663 0.383929 12.3352 0.387366 0.0605321 0.975 0.0490874 
0.0794654 0.393223 10.7016 0.396648 0.0600752 1 0.0490874 
0.0927168 0.358773 17.239 0.363491 0.0720296 0.9 0.0572686 
0.0927134 0.366705 15.6055 0.371411 0.0715722 0.925 0.0572686 
0.0927107 0.375091 13.972 0.379783 0.0710895 0.95 0.0572686 
0.0927088 0.38393 12.3385 0.388607 0.0705816 0.975 0.0572686 
0.0927076 0.393223 10.705 0.397884 0.0700486 1 0.0572686 
0.105963 0.358778 17.2424 0.36494 0.082271 0.9 0.0654498 
0.105959 0.366709 15.6088 0.372854 0.0817482 0.925 0.0654498 
0.105956 0.375094 13.9753 0.38122 0.0811965 0.95 0.0654498 
0.105953 0.383931 12.3418 0.390039 0.080616 0.975 0.0654498 
0.105951 0.393223 10.7083 0.39931 0.0800067 1 0.0654498 

ZONE I=5, J=5
0.105963 0.358778 17.2465 0.36494 0.082271 0.9 0.0654498 
0.105959 0.366709 15.6113 0.372854 0.0817482 0.925 0.0654498 
0.105956 0.375094 13.976 0.38122 0.0811965 0.95 0.0654498 
0.105953 0.383931 12.3408 0.390039 0.080616 0.975 0.0654498 
0.105951 0.393223 10.7056 0.39931 0.0800067 1 0.0654498 
0.119208 0.358783 17.2522 0.366581 0.0924915 0.9 0.0736311 
0.119204 0.366713 15.617 0.374489 0.0919039 0.925 0.073631 
0.119201 0.375097 13.9817 0.382849 0.0912838 0.95 0.0736311 
0.119198 0.383933 12.3465 0.391662 0.0906313 0.975 0.0736311 
0.119197 0.393223 10.7113 0.400926 0.0899465 1 0.0736311 
0.132451 0.358789 17.2579 0.368413 0.102687 0.9 0.0818123 
