0 1 0 
0 1.01 0 
0 1.02 0 
0 1.03 0 
0 1.04 0 
0 1.05 0 
0 1.07 0 
0 1.11 0 
0 1.15 0 
0 1.15 0 
0 1.15126 0 
0 1.15126 0 
0 1.15309 0 
0 1.15309 0 
0 1.15502 0 
0 1.15502 0 
0 1.15728 0 
0 1.15728 0 
0 1.15964 0 
0 1.15964 0 
0 1.16212 0 
0 1.16212 0 
0 1.16496 0 
0 1.16496 0 
0 1.16783 0 
0 1.16783 0 
0 1.17083 0 
0 1.17083 0 
0 1.17421 0 
0 1.17421 0 
0 1.1776 0 
0 1.1776 0 
0 1.18111 0 
0 1.18111 0 
0 1.18505 0 
0 1.18505 0 
0 1.18904 0 
0 1.18904 0 
0 1.19312 0 
0 1.19312 0 
0 1.19756 0 
0 1.19756 0 
0 1.20221 0 
0 1.20221 0 
0 1.20692 0 
0 1.20692 0 
0 1.21182 0 
0 1.21182 0 
0 1.21724 0 
0 1.21724 0 
0 1.22266 0 
0 1.22266 0 
0 1.22824 0 
0 1.22824 0 
0 1.23424 0 
0 1.23424 0 
0 1.24053 0 
0 1.24053 0 
0 1.24688 0 
0 1.24688 0 
0 1.25342 0 
0 1.25342 0 
0 1.26069 0 
0 1.26069 0 
0 1.26799 0 
0 1.26799 0 
0 1.27547 0 
0 1.27547 0 
0 1.28337 0 
0 1.28337 0 
0 1.29182 0 
0 1.29182 0 
0 1.30031 0 
0 1.30031 0 
0 1.30912 0 
0 1.30912 0 
0 1.31865 0 
0 1.31865 0 
0 1.32848 0 
0 1.32848 0 
0 1.33851 0 
0 1.33851 0 
0 1.34891 0 
0 1.34891 0 
0 1.36031 0 
0 1.36031 0 
0 1.37181 0 
0 1.37181 0 
0 1.38371 0 
0 1.38371 0 
0 1.3964 0 
0 1.3964 0 
0 1.40977 0 
0 1.40977 0 
0 1.42343 0 
0 1.42343 0 
0 1.43753 0 
0 1.43753 0 
0 1.45314 0 
0 1.45314 0 
0 1.46895 0 
0 1.46895 0 
0 1.48543 0 
0 1.48543 0 
0 1.50306 0 
0 1.50306 0 
0 1.52167 0 
0 1.52167 0 
0 1.54089 0 
0 1.54089 0 
0 1.56105 0 
0 1.56105 0 
0 1.58312 0 
0 1.58312 0 
0 1.60578 0 
0 1.60578 0 
0 1.62943 0 
0 1.62943 0 
0 1.65567 0 
0 1.65567 0 
0 1.68274 0 
0 1.68274 0 
0 1.71126 0 
0 1.71126 0 
0 1.74264 0 
0 1.74264 0 
0 1.7755 0 
0 1.7755 0 
0 1.81037 0 
0 1.81037 0 
0 1.84885 0 
0 1.84885 0 
0 1.88956 0 
0 1.88956 0 
0 1.93293 0 
0 1.93293 0 
0 1.98155 0 
0 1.98155 0 
0 2.0333 0 
0 2.0333 0 
0 2.08839 0 
0 2.08839 0 
0 2.15212 0 
0 2.15212 0 
0 2.22013 0 
0 2.22013 0 
0 2.29495 0 
0 2.29495 0 
0 2.3796 0 
0 2.3796 0 
0 2.47317 0 
0 2.47317 0 
0 2.58122 0 
0 2.58122 0 
0 2.70301 0 
0 2.70301 0 
0 2.84019 0 
0 2.84019 0 
0 3.00771 0 
0 3.00771 0 
0 3.18185 0 
